Protein IDs	Majority protein IDs	Peptide counts (all)	Peptide counts (razor+unique)	Peptide counts (unique)	Fasta headers	Number of proteins	Peptides	Razor + unique peptides	Unique peptides	Peptides I_3_01	Peptides I_3_02	Peptides I_3_03	Peptides I_3_04	Peptides I_3_05	Peptides I_3_06	Peptides III_3_01	Peptides III_3_02	Peptides III_3_03	Peptides III_3_04	Peptides III_3_05	Peptides III_3_06	Peptides LZ5_01	Peptides LZ5_02	Peptides LZ5_04	Peptides LZ5_05	Peptides LZ5_06	Razor + unique peptides I_3_01	Razor + unique peptides I_3_02	Razor + unique peptides I_3_03	Razor + unique peptides I_3_04	Razor + unique peptides I_3_05	Razor + unique peptides I_3_06	Razor + unique peptides III_3_01	Razor + unique peptides III_3_02	Razor + unique peptides III_3_03	Razor + unique peptides III_3_04	Razor + unique peptides III_3_05	Razor + unique peptides III_3_06	Razor + unique peptides LZ5_01	Razor + unique peptides LZ5_02	Razor + unique peptides LZ5_04	Razor + unique peptides LZ5_05	Razor + unique peptides LZ5_06	Unique peptides I_3_01	Unique peptides I_3_02	Unique peptides I_3_03	Unique peptides I_3_04	Unique peptides I_3_05	Unique peptides I_3_06	Unique peptides III_3_01	Unique peptides III_3_02	Unique peptides III_3_03	Unique peptides III_3_04	Unique peptides III_3_05	Unique peptides III_3_06	Unique peptides LZ5_01	Unique peptides LZ5_02	Unique peptides LZ5_04	Unique peptides LZ5_05	Unique peptides LZ5_06	Sequence coverage [%]	Unique + razor sequence coverage [%]	Unique sequence coverage [%]	Mol. weight [kDa]	Sequence length	Sequence lengths	Fraction average	Fraction 1	Q-value	Score	Identification type I_3_01	Identification type I_3_02	Identification type I_3_03	Identification type I_3_04	Identification type I_3_05	Identification type I_3_06	Identification type III_3_01	Identification type III_3_02	Identification type III_3_03	Identification type III_3_04	Identification type III_3_05	Identification type III_3_06	Identification type LZ5_01	Identification type LZ5_02	Identification type LZ5_04	Identification type LZ5_05	Identification type LZ5_06	Sequence coverage I_3_01 [%]	Sequence coverage I_3_02 [%]	Sequence coverage I_3_03 [%]	Sequence coverage I_3_04 [%]	Sequence coverage I_3_05 [%]	Sequence coverage I_3_06 [%]	Sequence coverage III_3_01 [%]	Sequence coverage III_3_02 [%]	Sequence coverage III_3_03 [%]	Sequence coverage III_3_04 [%]	Sequence coverage III_3_05 [%]	Sequence coverage III_3_06 [%]	Sequence coverage LZ5_01 [%]	Sequence coverage LZ5_02 [%]	Sequence coverage LZ5_04 [%]	Sequence coverage LZ5_05 [%]	Sequence coverage LZ5_06 [%]	Intensity	Intensity I_3_01	Intensity I_3_02	Intensity I_3_03	Intensity I_3_04	Intensity I_3_05	Intensity I_3_06	Intensity III_3_01	Intensity III_3_02	Intensity III_3_03	Intensity III_3_04	Intensity III_3_05	Intensity III_3_06	Intensity LZ5_01	Intensity LZ5_02	Intensity LZ5_04	Intensity LZ5_05	Intensity LZ5_06	LFQ intensity I_3_01	LFQ intensity I_3_02	LFQ intensity I_3_03	LFQ intensity I_3_04	LFQ intensity I_3_05	LFQ intensity I_3_06	LFQ intensity III_3_01	LFQ intensity III_3_02	LFQ intensity III_3_03	LFQ intensity III_3_04	LFQ intensity III_3_05	LFQ intensity III_3_06	LFQ intensity LZ5_01	LFQ intensity LZ5_02	LFQ intensity LZ5_04	LFQ intensity LZ5_05	LFQ intensity LZ5_06	MS/MS Count I_3_01	MS/MS Count I_3_02	MS/MS Count I_3_03	MS/MS Count I_3_04	MS/MS Count I_3_05	MS/MS Count I_3_06	MS/MS Count III_3_01	MS/MS Count III_3_02	MS/MS Count III_3_03	MS/MS Count III_3_04	MS/MS Count III_3_05	MS/MS Count III_3_06	MS/MS Count LZ5_01	MS/MS Count LZ5_02	MS/MS Count LZ5_04	MS/MS Count LZ5_05	MS/MS Count LZ5_06	MS/MS Count	Only identified by site	Reverse	Potential contaminant	id	Peptide IDs	Peptide is razor	Mod. peptide IDs	Evidence IDs	MS/MS IDs	Best MS/MS	Oxidation (M) site IDs	Oxidation (M) site positions
E1ZE06	E1ZE06	4	1	1		1	4	1	1	4	4	4	4	4	4	3	3	3	3	3	2	3	3	3	3	3	1	1	1	1	1	1	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	1	1	1	1	1	15.5	3.3	3.3	42.551	393	393	1	11	0	21.965	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By matching	By matching	By matching	By matching	By matching	By matching	By matching	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	15.5	15.5	15.5	15.5	15.5	15.5	12.2	12.2	12.2	12.2	12.2	6.6	13	13	13	13	13	4091700	543280	361980	295880	544780	404720	262850	0	0	0	0	0	0	403510	341570	276750	353150	303250	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	446400	1	2	2	1	1	0	0	0	0	0	0	0	1	1	1	2	2	14				193	129;396;405;452	False;False;True;False	133;401;410;457	1330;1331;1332;1333;1334;1335;1336;1337;1338;1339;1340;1341;1342;1343;1344;1345;1346;1347;1348;1349;1350;1351;1352;1353;1354;1355;1356;1357;1358;4137;4138;4139;4140;4141;4142;4143;4144;4145;4146;4147;4148;4241;4242;4243;4244;4245;4246;4247;4248;4249;4250;4251;4784;4785;4786;4787;4788;4789;4790;4791;4792;4793;4794;4795;4796;4797;4798;4799	933;934;935;936;937;938;2711;2712;2713;2714;2715;2830;2831;2832;2833;2834;2835;2836;2837;2838;2839;2840;2841;2842;2843;3232;3233;3234;3235;3236;3237;3238;3239;3240;3241;3242;3243;3244;3245;3246;3247	933;2715;2841;3234		
E1ZEG6	E1ZEG6	1	1	1		1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.8	6.8	6.8	23.085	205	205	1	1	0	20.131	By MS/MS																	6.8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1668800	1668800	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1668800	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				194	128	True	132	1329	932	932		
E1ZEX2	E1ZEX2	1	1	1		1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	1	1	0	1	1	1	1	1	1	1	1	1	1	1	0	0	0	1	1	0	1	1	1	1	1	1	1	1	1	1	1	0	0	0	1	1	0	1	1	12.1	12.1	12.1	10.522	99	99	1	13	0	6.4311	By matching	By matching	By MS/MS	By matching	By matching	By matching	By matching	By matching	By matching				By matching	By matching		By matching	By MS/MS	12.1	12.1	12.1	12.1	12.1	12.1	12.1	12.1	12.1	0	0	0	12.1	12.1	0	12.1	12.1	2930500	570150	392270	334000	372120	251140	177010	94111	72572	44522	0	0	0	194960	121610	0	128260	177730	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	261630	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2				195	151	True	155	1597;1598;1599;1600;1601;1602;1603;1604;1605;1606;1607;1608;1609	1132;1133	1132		
E1ZFC8	E1ZFC8	1	1	1		1	1	1	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	1.1	1.1	1.1	101.45	919	919	1	2	0	6.949											By matching					By MS/MS		0	0	0	0	0	0	0	0	0	0	1.1	0	0	0	0	1.1	0	105530	0	0	0	0	0	0	0	0	0	0	50337	0	0	0	0	55197	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	117520	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				196	364	True	369	3769;3770	2496	2496		
E1ZFR8	E1ZFR8	1	1	1		1	1	1	1	1	1	1	1	0	1	0	0	0	0	0	0	1	1	1	0	0	1	1	1	1	0	1	0	0	0	0	0	0	1	1	1	0	0	1	1	1	1	0	1	0	0	0	0	0	0	1	1	1	0	0	0.9	0.9	0.9	156.75	1489	1489	1	8	0.0044053	6.078	By matching	By matching	By MS/MS	By matching		By matching							By matching	By matching	By matching			0.9	0.9	0.9	0.9	0	0.9	0	0	0	0	0	0	0.9	0.9	0.9	0	0	992310	156990	144630	236140	77077	0	76988	0	0	0	0	0	0	98445	110670	91366	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	123210	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1				197	52	True	53	523;524;525;526;527;528;529;530	342	342	16;17;18	1147;1148;1151
E1ZFZ2	E1ZFZ2	1	1	1		1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	3.1	3.1	3.1	41.771	391	391	1	2	0	7.0176	By MS/MS														By matching			3.1	0	0	0	0	0	0	0	0	0	0	0	0	0	3.1	0	0	3658000	3364300	0	0	0	0	0	0	0	0	0	0	0	0	0	293650	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	396010	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1				198	307	True	312	3259;3260	2174	2174		
E1ZG17	E1ZG17	1	1	1		1	1	1	1	1	1	0	1	0	1	1	1	1	0	1	1	1	0	1	0	1	1	1	0	1	0	1	1	1	1	0	1	1	1	0	1	0	1	1	1	0	1	0	1	1	1	1	0	1	1	1	0	1	0	1	4.8	4.8	4.8	20.82	189	189	1	12	0	12.499	By MS/MS	By matching		By MS/MS		By MS/MS	By matching	By matching	By matching		By matching	By MS/MS	By MS/MS		By MS/MS		By MS/MS	4.8	4.8	0	4.8	0	4.8	4.8	4.8	4.8	0	4.8	4.8	4.8	0	4.8	0	4.8	15635000	2485700	1156100	0	1432300	0	757620	1224100	1054000	508120	0	887230	571820	2255100	0	1648800	0	1654200	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2435100	1	0	0	1	0	1	0	0	0	0	0	1	1	0	1	0	1	7				199	420	True	425	4410;4411;4412;4413;4414;4415;4416;4417;4418;4419;4420;4421	2936;2937;2938;2939;2940;2941;2942	2936		
E1ZG37	E1ZG37	3	3	3		1	3	3	3	2	2	2	3	2	2	1	1	1	1	1	0	3	3	3	2	2	2	2	2	3	2	2	1	1	1	1	1	0	3	3	3	2	2	2	2	2	3	2	2	1	1	1	1	1	0	3	3	3	2	2	6.1	6.1	6.1	63.537	590	590	1	31	0	38.454	By MS/MS	By MS/MS	By MS/MS	By matching	By matching	By matching	By matching	By matching	By matching	By matching	By matching		By MS/MS	By MS/MS	By MS/MS	By matching	By MS/MS	4.4	4.4	4.4	6.1	4.1	4.4	2.4	2.4	2.4	2.4	2.4	0	6.1	6.1	6.1	4.4	3.7	6310800	673280	467790	386660	406620	227970	192200	140170	115060	77252	117340	129590	0	1059900	522440	924410	461400	408670	782540	645810	499920	578590	492390	727500	0	0	0	0	0	0	1062700	854130	1016400	1052200	774380	1	2	2	0	0	0	0	0	0	0	0	0	2	1	2	0	1	11				200	120;291;365	True;True;True	124;296;370	1236;1237;1238;1239;1240;1241;3148;3149;3150;3151;3152;3153;3154;3155;3156;3157;3771;3772;3773;3774;3775;3776;3777;3778;3779;3780;3781;3782;3783;3784;3785	864;2089;2090;2091;2092;2093;2497;2498;2499;2500;2501	864;2091;2500		
E1ZGA3	E1ZGA3	1	1	1		1	1	1	1	1	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	16.3	16.3	16.3	9.462	86	86	1	20	0	8.5973	By MS/MS				By matching	By matching	By matching	By matching	By matching	By matching	By MS/MS	By MS/MS	By MS/MS	By matching	By MS/MS	By matching	By MS/MS	16.3	0	0	0	16.3	16.3	16.3	16.3	16.3	16.3	16.3	16.3	16.3	16.3	16.3	16.3	16.3	3981000	324740	0	0	0	197390	135430	245560	257180	73036	164520	129430	0	608690	175150	811910	309890	548110	0	0	0	0	0	0	499280	568500	0	0	0	0	668000	0	1226700	590930	825950	1	0	0	0	0	0	0	0	0	0	1	1	2	0	2	0	2	9				201	354	True	359	3671;3672;3673;3674;3675;3676;3677;3678;3679;3680;3681;3682;3683;3684;3685;3686;3687;3688;3689;3690	2428;2429;2430;2431;2432;2433;2434;2435;2436	2433		
E1ZHA9	E1ZHA9	1	1	1		1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	1	1	1	1	1	13.3	13.3	13.3	21.116	195	195	1	11	0	8.1489	By MS/MS	By matching	By MS/MS	By matching	By MS/MS	By MS/MS							By MS/MS	By matching	By matching	By matching	By matching	13.3	13.3	13.3	13.3	13.3	13.3	0	0	0	0	0	0	13.3	13.3	13.3	13.3	13.3	3786700	453590	462910	402360	285720	440640	266410	0	0	0	0	0	0	339390	222600	313710	255080	344270	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	506800	1	0	1	0	1	1	0	0	0	0	0	0	2	0	0	0	0	6				202	75	True	79	740;741;742;743;744;745;746;747;748;749;750	498;499;500;501;502;503	499		
E1ZI50;A0A087SA15	E1ZI50;A0A087SA15	5;4	5;4	5;4	;	2	5	5	5	4	4	3	3	4	3	2	3	2	4	4	3	4	4	5	5	5	4	4	3	3	4	3	2	3	2	4	4	3	4	4	5	5	5	4	4	3	3	4	3	2	3	2	4	4	3	4	4	5	5	5	46.2	46.2	46.2	14.133	132	132;149	1	72	0	87.036	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	45.5	45.5	37.1	37.1	45.5	37.9	29.5	37.9	20.5	38.6	38.6	37.9	37.9	45.5	46.2	46.2	46.2	25005000	3334100	1821100	1437600	1659500	1440800	843850	396420	1170300	332400	1056200	1217100	416200	1373400	1065800	3877100	1306500	2256700	2807200	2196100	1864400	2642800	1944600	2609400	2146800	2452400	2774700	2129600	2071500	2261000	2053500	2662900	3703800	2505400	2691100	4	4	2	4	1	1	1	5	3	3	1	2	5	4	7	1	2	50				203	95;198;199;407;445	True;True;True;True;True	99;203;204;412;450	954;955;956;957;958;959;960;961;962;963;2103;2104;2105;2106;2107;2108;2109;2110;2111;2112;2113;2114;2115;2116;2117;2118;2119;2120;2121;2122;2123;2124;2125;2126;2127;2128;2129;2130;2131;2132;2133;2134;2135;4269;4270;4271;4272;4273;4274;4275;4276;4277;4278;4279;4280;4281;4704;4705;4706;4707;4708;4709;4710;4711;4712;4713;4714;4715;4716;4717;4718;4719	655;656;657;658;659;660;661;662;663;664;665;1416;1417;1418;1419;1420;1421;1422;1423;1424;1425;1426;1427;1428;1429;1430;1431;1432;2853;2854;2855;2856;2857;2858;2859;3169;3170;3171;3172;3173;3174;3175;3176;3177;3178;3179;3180;3181;3182;3183;3184	657;1426;1432;2854;3183		
E1ZI98	E1ZI98	1	1	1		1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	1	1	0	0	1	1	1	1	1	1	0	0	0	0	0	0	0	1	1	0	0	1	1	1	1	1	1	0	0	0	0	0	0	0	1	1	0	0	17.9	17.9	17.9	7.041	67	67	1	8	0.0086207	5.9639	By matching	By matching	By MS/MS	By matching	By MS/MS	By matching								By MS/MS	By MS/MS			17.9	17.9	17.9	17.9	17.9	17.9	0	0	0	0	0	0	0	17.9	17.9	0	0	4221600	922690	546970	595050	407860	605300	188470	0	0	0	0	0	0	0	293820	661430	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	891990	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	1	1	0	0	4				204	465	True	470	4919;4920;4921;4922;4923;4924;4925;4926	3345;3346;3347;3348	3346		
E1ZIK9	E1ZIK9	1	1	1		1	1	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.1	5.1	5.1	32.972	292	292	1	1	0.0046948	6.181			By MS/MS															0	0	5.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	564250	0	0	564250	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	659240	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1				205	51	True	52	522	341	341		
E1ZIM3	E1ZIM3	1	1	1		1	1	1	1	0	0	1	0	0	0	0	0	0	0	0	0	1	1	1	1	1	0	0	1	0	0	0	0	0	0	0	0	0	1	1	1	1	1	0	0	1	0	0	0	0	0	0	0	0	0	1	1	1	1	1	2.5	2.5	2.5	56.611	511	511	1	6	0	10.121			By MS/MS										By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	0	0	2.5	0	0	0	0	0	0	0	0	0	2.5	2.5	2.5	2.5	2.5	1071900	0	0	0	0	0	0	0	0	0	0	0	0	225600	194200	247560	187280	217280	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	319850	0	0	1	0	0	0	0	0	0	0	0	0	1	1	1	1	1	6				206	56	True	57	546;547;548;549;550;551	352;353;354;355;356;357	352		
E1ZIU0	E1ZIU0	1	1	1		1	1	1	1	0	0	0	0	0	0	1	1	1	1	1	1	0	1	1	1	1	0	0	0	0	0	0	1	1	1	1	1	1	0	1	1	1	1	0	0	0	0	0	0	1	1	1	1	1	1	0	1	1	1	1	1.5	1.5	1.5	73.167	674	674	1	10	1	-2							By matching	By matching	By matching	By matching	By matching	By MS/MS		By matching	By matching	By matching	By matching	0	0	0	0	0	0	1.5	1.5	1.5	1.5	1.5	1.5	0	1.5	1.5	1.5	1.5	3059900	0	0	0	0	0	0	442310	425810	146650	275400	396680	160140	0	233800	424320	134960	419830	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	618020	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	+			207	339	True	344	3565;3566;3567;3568;3569;3570;3571;3572;3573;3574	2370	2370	19	144
E1ZIV3	E1ZIV3	4	4	2		1	4	4	2	2	2	2	2	2	2	3	3	3	3	3	3	4	4	4	4	4	2	2	2	2	2	2	3	3	3	3	3	3	4	4	4	4	4	2	2	2	2	2	2	1	1	1	1	1	1	2	2	2	2	2	18.2	18.2	11.6	29.404	258	258	1	64	0	55.909	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By matching	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By matching	By MS/MS	By MS/MS	By matching	By MS/MS	By MS/MS	By MS/MS	11.6	11.6	11.6	11.6	11.6	11.6	10.9	10.9	10.9	10.9	10.9	10.9	18.2	18.2	18.2	18.2	18.2	21770000	1648100	826940	1268500	832160	909780	446400	1145800	910390	606650	1202300	1355200	645960	2647600	1437100	2633100	1046100	2208000	2563500	1886600	2259400	1769400	2607500	2067600	2290400	1958800	2175800	2351500	2359000	2495500	2214200	2507200	2595500	1996500	2687000	2	1	1	1	1	0	3	1	1	1	0	1	3	0	2	1	3	22				208	87;240;241;335	True;True;True;True	91;245;246;340	901;902;903;904;905;906;907;908;909;910;911;912;913;914;915;916;917;2591;2592;2593;2594;2595;2596;2597;2598;2599;2600;2601;2602;2603;2604;2605;2606;2607;2608;2609;2610;2611;2612;2613;2614;2615;2616;2617;2618;2619;2620;2621;2622;2623;2624;2625;2626;3514;3515;3516;3517;3518;3519;3520;3521;3522;3523;3524	608;609;610;611;612;613;614;615;616;617;618;619;620;1749;1750;1751;1752;1753;1754;1755;2354;2355	609;1752;1754;2354		
E1ZIY8	E1ZIY8	1	1	1		1	1	1	1	1	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	1	1	1	83.425	807	807	1	3	0	10.424	By MS/MS				By MS/MS									By matching				1	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	3149200	1944000	0	0	0	1067000	0	0	0	0	0	0	0	0	138190	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	297380	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				209	378	True	383	3953;3954;3955	2602;2603	2603		
E1ZJ65	E1ZJ65	1	1	1		1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0.9	0.9	0.9	186.35	1717	1717	1	5	1	-2	By matching	By MS/MS	By matching	By matching	By matching													0.9	0.9	0.9	0.9	0.9	0	0	0	0	0	0	0	0	0	0	0	0	624340	164980	123490	114550	92814	128510	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	229850	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	+			210	19	True	19	170;171;172;173;174	123	123	20	140
E1ZJG2	E1ZJG2	1	1	1		1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	1.3	1.3	1.3	144.88	1389	1389	1	6	0.0046296	6.1707	By matching	By matching	By matching	By MS/MS	By matching	By matching												1.3	1.3	1.3	1.3	1.3	1.3	0	0	0	0	0	0	0	0	0	0	0	5087000	822830	1115600	951430	876110	520170	800810	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2066700	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1				211	101	True	105	1004;1005;1006;1007;1008;1009	698	698		
E1ZJM1;A0A087SA88;A0A087SEY3	E1ZJM1;A0A087SA88	4;2;1	4;2;1	4;2;1	;	3	4	4	4	3	3	4	3	4	4	4	4	3	4	3	3	4	4	4	4	3	3	3	4	3	4	4	4	4	3	4	3	3	4	4	4	4	3	3	3	4	3	4	4	4	4	3	4	3	3	4	4	4	4	3	12.2	12.2	12.2	48.736	436	436;440;308	1	66	0	53.407	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	8.9	8.9	12.2	8.9	12.2	12.2	12.2	12.2	8.9	12.2	8.9	8.9	12.2	12.2	12.2	12.2	8.9	26134000	1897200	1742800	2753900	1761800	1607400	1305400	984860	832840	554440	908420	991640	500820	2490400	1471500	2500100	1616100	2214100	2614800	3031600	2684000	3946100	2855700	2759900	1623700	1990100	2278300	1929800	2250200	1938900	2761300	2787000	2669900	3297400	3514900	3	1	3	2	2	2	3	2	2	3	1	2	4	2	4	2	1	39				212	244;257;330;375	True;True;True;True	249;262;335;380	2643;2644;2645;2646;2647;2648;2649;2650;2651;2652;2653;2654;2655;2656;2657;2658;2659;2817;2818;2819;2820;2821;2822;2823;2824;2825;2826;2827;2828;2829;2830;2831;2832;2833;2834;3468;3469;3470;3471;3472;3473;3474;3475;3476;3477;3478;3479;3480;3481;3888;3889;3890;3891;3892;3893;3894;3895;3896;3897;3898;3899;3900;3901;3902;3903;3904	1767;1768;1769;1770;1771;1772;1773;1774;1775;1776;1777;1778;1913;1914;1915;1916;1917;1918;1919;1920;1921;1922;2323;2324;2325;2326;2327;2328;2329;2330;2331;2332;2333;2334;2555;2556;2557;2558;2559	1768;1915;2325;2556		
E1ZK10	E1ZK10	7	7	2		1	7	7	2	6	6	6	5	5	4	5	5	4	5	4	4	4	3	2	2	3	6	6	6	5	5	4	5	5	4	5	4	4	4	3	2	2	3	2	2	2	2	1	1	1	1	1	1	0	1	1	0	0	0	0	20.6	20.6	6.8	36.587	340	340	1	81	0	130.1	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By matching	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	20.3	20.3	20.3	15.9	20	15.6	20.3	20.3	17.9	20.3	13.5	15.9	15.6	9.1	6.8	6.8	9.1	52919000	6019200	4916300	5234700	6248000	3553900	1759300	2479800	2618200	617210	1951600	2093600	953950	3311000	1553300	4152600	1699000	3757800	5079800	4752800	4614100	7278100	5447400	3905400	4659100	5280500	2830100	5827700	5585700	4215800	5298600	4293100	6503900	5221300	6280400	5	7	5	5	4	2	6	9	0	4	3	1	3	1	1	1	1	58				213	131;132;135;155;470;471;478	True;True;True;True;True;True;True	135;136;139;159;475;476;483	1376;1377;1378;1379;1380;1381;1382;1383;1384;1430;1431;1432;1433;1434;1435;1436;1437;1438;1439;1440;1441;1442;1443;1444;1445;1446;1645;1646;1647;1648;1649;1650;1651;1652;1653;1654;1655;1656;1657;1658;4977;4978;4979;4980;4981;4982;4983;4984;4985;4986;4987;4988;4989;4990;4991;4992;4993;4994;4995;4996;4997;4998;4999;5000;5060;5061;5062;5063;5064;5065;5066;5067;5068;5069;5070;5071;5072;5073;5074;5075;5076	960;961;962;1004;1005;1006;1007;1008;1009;1010;1011;1149;1150;1151;1152;1153;1154;1155;3382;3383;3384;3385;3386;3387;3388;3389;3390;3391;3392;3393;3394;3395;3396;3397;3398;3399;3400;3401;3402;3403;3404;3405;3406;3444;3445;3446;3447;3448;3449;3450;3451;3452;3453;3454;3455;3456;3457;3458	960;962;1008;1153;3391;3405;3447		
E1ZK53	E1ZK53	1	1	1		1	1	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.6	1.6	1.6	46.741	431	431	1	1	0	14.327			By MS/MS															0	0	1.6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2488200	0	0	2488200	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2907100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				214	347	True	352	3620	2387	2387		
